"fixture_type","fixture_id","fixture_code","realistic_target_type","realistic_target_id","realistic_target_code","mapping_decision","physical_identity_evidence","business_identity_evidence","jurisdiction_comparison","topology_comparison","site_type_comparison","confidence","conflicts","approval_required","operational_activation_change_in_scope"
"SITE","62be0d9e-030d-95d8-cac4-efc3298e18fc","SAMPLE-METRO-DAVAO-1123030000-02","","","","NO_REALISTIC_EQUIVALENT","No physical identity match is established.","Synthetic ordinal, local-development, or overloaded test identity.","Recorded jurisdiction is context only and does not prove facility identity.","No equivalent realistic topology is established.","OPEN_LOT","HIGH","None","Fixture owner and product data governance approval before any controlled reference change.","false"
"SITE","d9c0c919-9e9a-9c3a-8702-637952510c5f","SAMPLE-METRO-DAVAO-1123150000-01","","","","NO_REALISTIC_EQUIVALENT","No physical identity match is established.","Synthetic ordinal, local-development, or overloaded test identity.","Recorded jurisdiction is context only and does not prove facility identity.","No equivalent realistic topology is established.","OPEN_LOT","HIGH","None","Fixture owner and product data governance approval before any controlled reference change.","false"
"SITE","c7a66d24-6a70-0b97-e3e7-16ebd40ca07e","SAMPLE-METRO-DAVAO-1123150000-02","","","","NO_REALISTIC_EQUIVALENT","No physical identity match is established.","Synthetic ordinal, local-development, or overloaded test identity.","Recorded jurisdiction is context only and does not prove facility identity.","No equivalent realistic topology is established.","OPEN_LOT","HIGH","None","Fixture owner and product data governance approval before any controlled reference change.","false"
"SITE","a59eb4c5-9400-9110-505c-f973721c48f1","SAMPLE-METRO-DAVAO-1123170000-01","","","","NO_REALISTIC_EQUIVALENT","No physical identity match is established.","Synthetic ordinal, local-development, or overloaded test identity.","Recorded jurisdiction is context only and does not prove facility identity.","No equivalent realistic topology is established.","OPEN_LOT","HIGH","None","Fixture owner and product data governance approval before any controlled reference change.","false"
"SITE","b602683d-417b-66fd-ea29-1df38e7faeea","SAMPLE-METRO-DAVAO-1123170000-02","","","","NO_REALISTIC_EQUIVALENT","No physical identity match is established.","Synthetic ordinal, local-development, or overloaded test identity.","Recorded jurisdiction is context only and does not prove facility identity.","No equivalent realistic topology is established.","OPEN_LOT","HIGH","None","Fixture owner and product data governance approval before any controlled reference change.","false"
"SITE","9d09ffc1-5a21-7131-7fa7-7e1f7e3ada51","SAMPLE-METRO-DAVAO-1123190000-01","","","","NO_REALISTIC_EQUIVALENT","No physical identity match is established.","Synthetic ordinal, local-development, or overloaded test identity.","Recorded jurisdiction is context only and does not prove facility identity.","No equivalent realistic topology is established.","OPEN_LOT","HIGH","None","Fixture owner and product data governance approval before any controlled reference change.","false"
"SITE","7a279924-8753-161c-a300-446b50b841b1","SAMPLE-METRO-DAVAO-1123190000-02","","","","NO_REALISTIC_EQUIVALENT","No physical identity match is established.","Synthetic ordinal, local-development, or overloaded test identity.","Recorded jurisdiction is context only and does not prove facility identity.","No equivalent realistic topology is established.","OPEN_LOT","HIGH","None","Fixture owner and product data governance approval before any controlled reference change.","false"
"SITE","5b5fc059-ac1e-c092-4bed-88545d6179b6","SAMPLE-METRO-DAVAO-1124030000-01","","","","NO_REALISTIC_EQUIVALENT","No physical identity match is established.","Synthetic ordinal, local-development, or overloaded test identity.","Recorded jurisdiction is context only and does not prove facility identity.","No equivalent realistic topology is established.","OPEN_LOT","HIGH","None","Fixture owner and product data governance approval before any controlled reference change.","false"
"SITE","dc6f54f2-48f3-0bb3-4757-548c2343c1c9","SAMPLE-METRO-DAVAO-1124030000-02","","","","NO_REALISTIC_EQUIVALENT","No physical identity match is established.","Synthetic ordinal, local-development, or overloaded test identity.","Recorded jurisdiction is context only and does not prove facility identity.","No equivalent realistic topology is established.","OPEN_LOT","HIGH","None","Fixture owner and product data governance approval before any controlled reference change.","false"
"SITE","c9dd87ab-f48d-1e1e-6993-0ceb1795929e","SAMPLE-METRO-DAVAO-1124040000-01","","","","NO_REALISTIC_EQUIVALENT","No physical identity match is established.","Synthetic ordinal, local-development, or overloaded test identity.","Recorded jurisdiction is context only and does not prove facility identity.","No equivalent realistic topology is established.","OPEN_LOT","HIGH","None","Fixture owner and product data governance approval before any controlled reference change.","false"
"SITE","a6d65d3e-20e9-a143-6329-a509825c776f","SAMPLE-METRO-DAVAO-1124040000-02","","","","NO_REALISTIC_EQUIVALENT","No physical identity match is established.","Synthetic ordinal, local-development, or overloaded test identity.","Recorded jurisdiction is context only and does not prove facility identity.","No equivalent realistic topology is established.","OPEN_LOT","HIGH","None","Fixture owner and product data governance approval before any controlled reference change.","false"
"SITE","036d4ee0-7bf6-6a56-225b-b45ba50b3830","SAMPLE-METRO-DAVAO-1124060000-01","","","","NO_REALISTIC_EQUIVALENT","No physical identity match is established.","Synthetic ordinal, local-development, or overloaded test identity.","Recorded jurisdiction is context only and does not prove facility identity.","No equivalent realistic topology is established.","OPEN_LOT","HIGH","None","Fixture owner and product data governance approval before any controlled reference change.","false"
"SITE","9e0cdf9c-c7c1-e3cb-7b90-38e065c0afd4","SAMPLE-METRO-DAVAO-1124060000-02","","","","NO_REALISTIC_EQUIVALENT","No physical identity match is established.","Synthetic ordinal, local-development, or overloaded test identity.","Recorded jurisdiction is context only and does not prove facility identity.","No equivalent realistic topology is established.","OPEN_LOT","HIGH","None","Fixture owner and product data governance approval before any controlled reference change.","false"
"SITE","076a2962-f41b-f0a7-2eda-cfc29f401e61","SAMPLE-METRO-DAVAO-1124070000-01","","","","NO_REALISTIC_EQUIVALENT","No physical identity match is established.","Synthetic ordinal, local-development, or overloaded test identity.","Recorded jurisdiction is context only and does not prove facility identity.","No equivalent realistic topology is established.","OPEN_LOT","HIGH","None","Fixture owner and product data governance approval before any controlled reference change.","false"
"SITE","20b5afc5-06c7-3f67-2633-3a1ddcfc819c","SAMPLE-METRO-DAVAO-1124070000-02","","","","NO_REALISTIC_EQUIVALENT","No physical identity match is established.","Synthetic ordinal, local-development, or overloaded test identity.","Recorded jurisdiction is context only and does not prove facility identity.","No equivalent realistic topology is established.","OPEN_LOT","HIGH","None","Fixture owner and product data governance approval before any controlled reference change.","false"
"SITE","faea2c47-f5dc-4898-fcb6-6599ae98d0c0","SAMPLE-METRO-DAVAO-1124110000-01","","","","NO_REALISTIC_EQUIVALENT","No physical identity match is established.","Synthetic ordinal, local-development, or overloaded test identity.","Recorded jurisdiction is context only and does not prove facility identity.","No equivalent realistic topology is established.","OPEN_LOT","HIGH","None","Fixture owner and product data governance approval before any controlled reference change.","false"
"SITE","65b88398-0c3a-89e1-8734-98553f48e17f","SAMPLE-METRO-DAVAO-1124110000-02","","","","NO_REALISTIC_EQUIVALENT","No physical identity match is established.","Synthetic ordinal, local-development, or overloaded test identity.","Recorded jurisdiction is context only and does not prove facility identity.","No equivalent realistic topology is established.","OPEN_LOT","HIGH","None","Fixture owner and product data governance approval before any controlled reference change.","false"
"SITE","e6fbbb7d-b668-6b83-0283-7003bf762da5","SAMPLE-METRO-DAVAO-1124140000-01","","","","NO_REALISTIC_EQUIVALENT","No physical identity match is established.","Synthetic ordinal, local-development, or overloaded test identity.","Recorded jurisdiction is context only and does not prove facility identity.","No equivalent realistic topology is established.","OPEN_LOT","HIGH","None","Fixture owner and product data governance approval before any controlled reference change.","false"
"SITE","6b08b5f9-0aa3-2950-204e-d452941c3ab5","SAMPLE-METRO-DAVAO-1124140000-02","","","","NO_REALISTIC_EQUIVALENT","No physical identity match is established.","Synthetic ordinal, local-development, or overloaded test identity.","Recorded jurisdiction is context only and does not prove facility identity.","No equivalent realistic topology is established.","OPEN_LOT","HIGH","None","Fixture owner and product data governance approval before any controlled reference change.","false"
"SITE","7d1da06d-e5c6-d989-661b-7b41ab83998c","SAMPLE-METRO-DAVAO-1125090000-01","","","","NO_REALISTIC_EQUIVALENT","No physical identity match is established.","Synthetic ordinal, local-development, or overloaded test identity.","Recorded jurisdiction is context only and does not prove facility identity.","No equivalent realistic topology is established.","OPEN_LOT","HIGH","None","Fixture owner and product data governance approval before any controlled reference change.","false"
"SITE","db48750a-ade2-f0ad-4431-60dde15bdcd9","SAMPLE-METRO-DAVAO-1125090000-02","","","","NO_REALISTIC_EQUIVALENT","No physical identity match is established.","Synthetic ordinal, local-development, or overloaded test identity.","Recorded jurisdiction is context only and does not prove facility identity.","No equivalent realistic topology is established.","OPEN_LOT","HIGH","None","Fixture owner and product data governance approval before any controlled reference change.","false"
"SITE","ca3373c8-4afb-392e-648c-220e620467ef","SAMPLE-METRO-DAVAO-1130700000-01","","","","NO_REALISTIC_EQUIVALENT","No physical identity match is established.","Synthetic ordinal, local-development, or overloaded test identity.","Recorded jurisdiction is context only and does not prove facility identity.","No equivalent realistic topology is established.","OPEN_LOT","HIGH","None","Fixture owner and product data governance approval before any controlled reference change.","false"
"SITE","aae6df3d-8498-ddf5-c473-9d72927fb32f","SAMPLE-METRO-DAVAO-1130700000-02","","","","NO_REALISTIC_EQUIVALENT","No physical identity match is established.","Synthetic ordinal, local-development, or overloaded test identity.","Recorded jurisdiction is context only and does not prove facility identity.","No equivalent realistic topology is established.","OPEN_LOT","HIGH","None","Fixture owner and product data governance approval before any controlled reference change.","false"
"SITE","dbe0a29b-4931-fe4f-79cf-018320a33bc7","SAMPLE-METRO-DAVAO-1182040000-01","","","","NO_REALISTIC_EQUIVALENT","No physical identity match is established.","Synthetic ordinal, local-development, or overloaded test identity.","Recorded jurisdiction is context only and does not prove facility identity.","No equivalent realistic topology is established.","OPEN_LOT","HIGH","None","Fixture owner and product data governance approval before any controlled reference change.","false"
"SITE","2ea591c9-d63a-6730-e560-a5a8f4cc975e","SAMPLE-METRO-DAVAO-1182040000-02","","","","NO_REALISTIC_EQUIVALENT","No physical identity match is established.","Synthetic ordinal, local-development, or overloaded test identity.","Recorded jurisdiction is context only and does not prove facility identity.","No equivalent realistic topology is established.","OPEN_LOT","HIGH","None","Fixture owner and product data governance approval before any controlled reference change.","false"
"SITE","3c4dcad7-6e70-448d-e178-b9362b8901b1","SAMPLE-METRO-DAVAO-1186030000-01","","","","NO_REALISTIC_EQUIVALENT","No physical identity match is established.","Synthetic ordinal, local-development, or overloaded test identity.","Recorded jurisdiction is context only and does not prove facility identity.","No equivalent realistic topology is established.","OPEN_LOT","HIGH","None","Fixture owner and product data governance approval before any controlled reference change.","false"
"SITE","b5b068c5-2b11-1ee2-fd13-3c7d5ed94938","SAMPLE-METRO-DAVAO-1186030000-02","","","","NO_REALISTIC_EQUIVALENT","No physical identity match is established.","Synthetic ordinal, local-development, or overloaded test identity.","Recorded jurisdiction is context only and does not prove facility identity.","No equivalent realistic topology is established.","OPEN_LOT","HIGH","None","Fixture owner and product data governance approval before any controlled reference change.","false"
"SITE","25e9bafa-1ef3-74f5-0723-c5738cef5990","SAMPLE-METRO-DAVAO-1186040000-01","","","","NO_REALISTIC_EQUIVALENT","No physical identity match is established.","Synthetic ordinal, local-development, or overloaded test identity.","Recorded jurisdiction is context only and does not prove facility identity.","No equivalent realistic topology is established.","OPEN_LOT","HIGH","None","Fixture owner and product data governance approval before any controlled reference change.","false"
"SITE","b5ffe5ed-ea53-f057-13f1-4ab8c86be719","SAMPLE-METRO-DAVAO-1186040000-02","","","","NO_REALISTIC_EQUIVALENT","No physical identity match is established.","Synthetic ordinal, local-development, or overloaded test identity.","Recorded jurisdiction is context only and does not prove facility identity.","No equivalent realistic topology is established.","OPEN_LOT","HIGH","None","Fixture owner and product data governance approval before any controlled reference change.","false"
"SITE","24e9a01f-bbfc-3f79-ffb0-eac736a27b57","SAMPLE-METRO-MANILA-1380100000-01","","","","NO_REALISTIC_EQUIVALENT","No physical identity match is established.","Synthetic ordinal, local-development, or overloaded test identity.","Recorded jurisdiction is context only and does not prove facility identity.","No equivalent realistic topology is established.","OPEN_LOT","HIGH","None","Fixture owner and product data governance approval before any controlled reference change.","false"
"SITE","d8f6f389-0904-2946-ebf2-898e9977e6ce","SAMPLE-METRO-MANILA-1380100000-02","","","","NO_REALISTIC_EQUIVALENT","No physical identity match is established.","Synthetic ordinal, local-development, or overloaded test identity.","Recorded jurisdiction is context only and does not prove facility identity.","No equivalent realistic topology is established.","OPEN_LOT","HIGH","None","Fixture owner and product data governance approval before any controlled reference change.","false"
"SITE","df0deeec-832b-3e8d-dc21-943f16648499","SAMPLE-METRO-MANILA-1380200000-01","","","","NO_REALISTIC_EQUIVALENT","No physical identity match is established.","Synthetic ordinal, local-development, or overloaded test identity.","Recorded jurisdiction is context only and does not prove facility identity.","No equivalent realistic topology is established.","OPEN_LOT","HIGH","None","Fixture owner and product data governance approval before any controlled reference change.","false"
"SITE","6b55261e-626c-446e-3f05-7c74ddaffc95","SAMPLE-METRO-MANILA-1380200000-02","","","","NO_REALISTIC_EQUIVALENT","No physical identity match is established.","Synthetic ordinal, local-development, or overloaded test identity.","Recorded jurisdiction is context only and does not prove facility identity.","No equivalent realistic topology is established.","OPEN_LOT","HIGH","None","Fixture owner and product data governance approval before any controlled reference change.","false"
"SITE","c1799874-f885-b0a4-678f-06a6cc689f6f","SAMPLE-METRO-MANILA-1380300000-01","","","","NO_REALISTIC_EQUIVALENT","No physical identity match is established.","Synthetic ordinal, local-development, or overloaded test identity.","Recorded jurisdiction is context only and does not prove facility identity.","No equivalent realistic topology is established.","OPEN_LOT","HIGH","None","Fixture owner and product data governance approval before any controlled reference change.","false"
"SITE","676706a6-d8be-3a97-9aee-7e76dc6f81bd","SAMPLE-METRO-MANILA-1380300000-02","","","","NO_REALISTIC_EQUIVALENT","No physical identity match is established.","Synthetic ordinal, local-development, or overloaded test identity.","Recorded jurisdiction is context only and does not prove facility identity.","No equivalent realistic topology is established.","OPEN_LOT","HIGH","None","Fixture owner and product data governance approval before any controlled reference change.","false"
"SITE","65d4d802-fa17-f359-0cb0-0c2fb3391fc7","SAMPLE-METRO-MANILA-1380400000-01","","","","NO_REALISTIC_EQUIVALENT","No physical identity match is established.","Synthetic ordinal, local-development, or overloaded test identity.","Recorded jurisdiction is context only and does not prove facility identity.","No equivalent realistic topology is established.","OPEN_LOT","HIGH","None","Fixture owner and product data governance approval before any controlled reference change.","false"
"SITE","45264dd2-3b8b-43d8-eb3d-2d6295a937f1","SAMPLE-METRO-MANILA-1380400000-02","","","","NO_REALISTIC_EQUIVALENT","No physical identity match is established.","Synthetic ordinal, local-development, or overloaded test identity.","Recorded jurisdiction is context only and does not prove facility identity.","No equivalent realistic topology is established.","OPEN_LOT","HIGH","None","Fixture owner and product data governance approval before any controlled reference change.","false"
"SITE","1371163f-1218-dfdb-ce2a-6f6db6bce8b5","SAMPLE-METRO-MANILA-1380500000-01","","","","NO_REALISTIC_EQUIVALENT","No physical identity match is established.","Synthetic ordinal, local-development, or overloaded test identity.","Recorded jurisdiction is context only and does not prove facility identity.","No equivalent realistic topology is established.","OPEN_LOT","HIGH","None","Fixture owner and product data governance approval before any controlled reference change.","false"
"SITE","0c0de1ef-42b6-fb73-6a3c-4e71fe9b15ec","SAMPLE-METRO-MANILA-1380500000-02","","","","NO_REALISTIC_EQUIVALENT","No physical identity match is established.","Synthetic ordinal, local-development, or overloaded test identity.","Recorded jurisdiction is context only and does not prove facility identity.","No equivalent realistic topology is established.","OPEN_LOT","HIGH","None","Fixture owner and product data governance approval before any controlled reference change.","false"
"SITE","293f100b-eeac-edd4-f79b-0d7d72247e9f","SAMPLE-METRO-MANILA-1380600000-01","","","","NO_REALISTIC_EQUIVALENT","No physical identity match is established.","Synthetic ordinal, local-development, or overloaded test identity.","Recorded jurisdiction is context only and does not prove facility identity.","No equivalent realistic topology is established.","OPEN_LOT","HIGH","None","Fixture owner and product data governance approval before any controlled reference change.","false"
"SITE","b6799aff-5d48-68a4-1e0a-f0412b0c77f4","SAMPLE-METRO-MANILA-1380600000-02","","","","NO_REALISTIC_EQUIVALENT","No physical identity match is established.","Synthetic ordinal, local-development, or overloaded test identity.","Recorded jurisdiction is context only and does not prove facility identity.","No equivalent realistic topology is established.","OPEN_LOT","HIGH","None","Fixture owner and product data governance approval before any controlled reference change.","false"
"SITE","4784420a-8e81-8227-100f-650022766d75","SAMPLE-METRO-MANILA-1380700000-01","","","","NO_REALISTIC_EQUIVALENT","No physical identity match is established.","Synthetic ordinal, local-development, or overloaded test identity.","Recorded jurisdiction is context only and does not prove facility identity.","No equivalent realistic topology is established.","OPEN_LOT","HIGH","None","Fixture owner and product data governance approval before any controlled reference change.","false"
"SITE","03b155f1-3a36-1eb8-3e48-1be8a516492a","SAMPLE-METRO-MANILA-1380700000-02","","","","NO_REALISTIC_EQUIVALENT","No physical identity match is established.","Synthetic ordinal, local-development, or overloaded test identity.","Recorded jurisdiction is context only and does not prove facility identity.","No equivalent realistic topology is established.","OPEN_LOT","HIGH","None","Fixture owner and product data governance approval before any controlled reference change.","false"
"SITE","edda53a4-e537-e3ff-3eae-53242e9fdd6c","SAMPLE-METRO-MANILA-1380800000-01","","","","NO_REALISTIC_EQUIVALENT","No physical identity match is established.","Synthetic ordinal, local-development, or overloaded test identity.","Recorded jurisdiction is context only and does not prove facility identity.","No equivalent realistic topology is established.","OPEN_LOT","HIGH","None","Fixture owner and product data governance approval before any controlled reference change.","false"
"SITE","71243251-eb31-0807-3853-b01cf95cd49c","SAMPLE-METRO-MANILA-1380800000-02","","","","NO_REALISTIC_EQUIVALENT","No physical identity match is established.","Synthetic ordinal, local-development, or overloaded test identity.","Recorded jurisdiction is context only and does not prove facility identity.","No equivalent realistic topology is established.","OPEN_LOT","HIGH","None","Fixture owner and product data governance approval before any controlled reference change.","false"
"SITE","09f1799f-c663-9ce4-1e2c-ce3ba8b19f6b","SAMPLE-METRO-MANILA-1380900000-01","","","","NO_REALISTIC_EQUIVALENT","No physical identity match is established.","Synthetic ordinal, local-development, or overloaded test identity.","Recorded jurisdiction is context only and does not prove facility identity.","No equivalent realistic topology is established.","OPEN_LOT","HIGH","None","Fixture owner and product data governance approval before any controlled reference change.","false"
"SITE","1c677bec-5c6a-073b-91ae-0150a353b0ea","SAMPLE-METRO-MANILA-1380900000-02","","","","NO_REALISTIC_EQUIVALENT","No physical identity match is established.","Synthetic ordinal, local-development, or overloaded test identity.","Recorded jurisdiction is context only and does not prove facility identity.","No equivalent realistic topology is established.","OPEN_LOT","HIGH","None","Fixture owner and product data governance approval before any controlled reference change.","false"
"SITE","34a46012-ad52-00e4-243d-6dd3d112184c","SAMPLE-METRO-MANILA-1381000000-01","","","","NO_REALISTIC_EQUIVALENT","No physical identity match is established.","Synthetic ordinal, local-development, or overloaded test identity.","Recorded jurisdiction is context only and does not prove facility identity.","No equivalent realistic topology is established.","OPEN_LOT","HIGH","None","Fixture owner and product data governance approval before any controlled reference change.","false"
"SITE","fa3dad37-c05c-662b-3e4a-4baac11dfbc0","SAMPLE-METRO-MANILA-1381000000-02","","","","NO_REALISTIC_EQUIVALENT","No physical identity match is established.","Synthetic ordinal, local-development, or overloaded test identity.","Recorded jurisdiction is context only and does not prove facility identity.","No equivalent realistic topology is established.","OPEN_LOT","HIGH","None","Fixture owner and product data governance approval before any controlled reference change.","false"
"SITE","e1f70cdf-1f12-43cd-9e67-67e404cd0d72","SAMPLE-METRO-MANILA-1381100000-01","","","","NO_REALISTIC_EQUIVALENT","No physical identity match is established.","Synthetic ordinal, local-development, or overloaded test identity.","Recorded jurisdiction is context only and does not prove facility identity.","No equivalent realistic topology is established.","OPEN_LOT","HIGH","None","Fixture owner and product data governance approval before any controlled reference change.","false"
"SITE","e578256e-c2ed-123d-a39f-c359fa4262bb","SAMPLE-METRO-MANILA-1381100000-02","","","","NO_REALISTIC_EQUIVALENT","No physical identity match is established.","Synthetic ordinal, local-development, or overloaded test identity.","Recorded jurisdiction is context only and does not prove facility identity.","No equivalent realistic topology is established.","OPEN_LOT","HIGH","None","Fixture owner and product data governance approval before any controlled reference change.","false"
"SITE","fa3fa5f3-add6-ab78-29af-60a7710a06d5","SAMPLE-METRO-MANILA-1381200000-01","","","","NO_REALISTIC_EQUIVALENT","No physical identity match is established.","Synthetic ordinal, local-development, or overloaded test identity.","Recorded jurisdiction is context only and does not prove facility identity.","No equivalent realistic topology is established.","OPEN_LOT","HIGH","None","Fixture owner and product data governance approval before any controlled reference change.","false"
"SITE","60de772d-1b61-4a67-8ab8-aec48a24f863","SAMPLE-METRO-MANILA-1381200000-02","","","","NO_REALISTIC_EQUIVALENT","No physical identity match is established.","Synthetic ordinal, local-development, or overloaded test identity.","Recorded jurisdiction is context only and does not prove facility identity.","No equivalent realistic topology is established.","OPEN_LOT","HIGH","None","Fixture owner and product data governance approval before any controlled reference change.","false"
"SITE","030f9a94-8ada-08c5-43ac-6e20ee6124a3","SAMPLE-METRO-MANILA-1381300000-01","","","","NO_REALISTIC_EQUIVALENT","No physical identity match is established.","Synthetic ordinal, local-development, or overloaded test identity.","Recorded jurisdiction is context only and does not prove facility identity.","No equivalent realistic topology is established.","OPEN_LOT","HIGH","None","Fixture owner and product data governance approval before any controlled reference change.","false"
"SITE","9df43f64-5e4c-6b1a-938f-e61bed27f22b","SAMPLE-METRO-MANILA-1381300000-02","","","","NO_REALISTIC_EQUIVALENT","No physical identity match is established.","Synthetic ordinal, local-development, or overloaded test identity.","Recorded jurisdiction is context only and does not prove facility identity.","No equivalent realistic topology is established.","OPEN_LOT","HIGH","None","Fixture owner and product data governance approval before any controlled reference change.","false"
"SITE","a9e74e85-2bd2-7d17-92ab-571c9cc61c5c","SAMPLE-METRO-MANILA-1381400000-01","","","","NO_REALISTIC_EQUIVALENT","No physical identity match is established.","Synthetic ordinal, local-development, or overloaded test identity.","Recorded jurisdiction is context only and does not prove facility identity.","No equivalent realistic topology is established.","OPEN_LOT","HIGH","None","Fixture owner and product data governance approval before any controlled reference change.","false"
"SITE","51113591-81ac-8361-9ac2-e20bff86bfbd","SAMPLE-METRO-MANILA-1381400000-02","","","","NO_REALISTIC_EQUIVALENT","No physical identity match is established.","Synthetic ordinal, local-development, or overloaded test identity.","Recorded jurisdiction is context only and does not prove facility identity.","No equivalent realistic topology is established.","OPEN_LOT","HIGH","None","Fixture owner and product data governance approval before any controlled reference change.","false"
"SITE","f0fa69f2-995b-8c90-d42d-111ece155afe","SAMPLE-METRO-MANILA-1381500000-01","","","","NO_REALISTIC_EQUIVALENT","No physical identity match is established.","Synthetic ordinal, local-development, or overloaded test identity.","Recorded jurisdiction is context only and does not prove facility identity.","No equivalent realistic topology is established.","OPEN_LOT","HIGH","None","Fixture owner and product data governance approval before any controlled reference change.","false"
"SITE","a12025ae-0397-237c-04e1-7bc5cb47e776","SAMPLE-METRO-MANILA-1381500000-02","","","","NO_REALISTIC_EQUIVALENT","No physical identity match is established.","Synthetic ordinal, local-development, or overloaded test identity.","Recorded jurisdiction is context only and does not prove facility identity.","No equivalent realistic topology is established.","OPEN_LOT","HIGH","None","Fixture owner and product data governance approval before any controlled reference change.","false"
"SITE","481d7dc4-9b44-a116-2279-e3cf999c0818","SAMPLE-METRO-MANILA-1381600000-01","","","","NO_REALISTIC_EQUIVALENT","No physical identity match is established.","Synthetic ordinal, local-development, or overloaded test identity.","Recorded jurisdiction is context only and does not prove facility identity.","No equivalent realistic topology is established.","OPEN_LOT","HIGH","None","Fixture owner and product data governance approval before any controlled reference change.","false"
"SITE","094f468b-8d2d-31db-9269-2c3061866781","SAMPLE-METRO-MANILA-1381600000-02","","","","NO_REALISTIC_EQUIVALENT","No physical identity match is established.","Synthetic ordinal, local-development, or overloaded test identity.","Recorded jurisdiction is context only and does not prove facility identity.","No equivalent realistic topology is established.","OPEN_LOT","HIGH","None","Fixture owner and product data governance approval before any controlled reference change.","false"
"SITE","53848b19-5afd-29af-8e0b-1f697b0c3478","SAMPLE-METRO-MANILA-1381700000-01","","","","NO_REALISTIC_EQUIVALENT","No physical identity match is established.","Synthetic ordinal, local-development, or overloaded test identity.","Recorded jurisdiction is context only and does not prove facility identity.","No equivalent realistic topology is established.","OPEN_LOT","HIGH","None","Fixture owner and product data governance approval before any controlled reference change.","false"
"SITE","d440be0e-07eb-d38e-46bd-9847b34f5b83","SAMPLE-METRO-MANILA-1381700000-02","","","","NO_REALISTIC_EQUIVALENT","No physical identity match is established.","Synthetic ordinal, local-development, or overloaded test identity.","Recorded jurisdiction is context only and does not prove facility identity.","No equivalent realistic topology is established.","OPEN_LOT","HIGH","None","Fixture owner and product data governance approval before any controlled reference change.","false"
"SITE_GROUP","594afaf3-6f55-54be-933d-c6572f4e02ec","MNT","SITE_GROUP","1c40a4b4-a607-5942-91b2-a7f8af80671a","MACTAN-NEW-TOWN","CANDIDATE_NOT_APPROVED","Both identify the Mactan Newtown estate context; facility-level equivalence is not established.","The synthetic MNT group owns active development topology while the realistic group is separate canonical data.","Both are in City of Lapu-Lapu, but shared jurisdiction does not prove identity.","Synthetic group has two generic Sites, five lanes, and two gate devices; realistic group has six named facilities with a distinct topology.","NOT_APPLICABLE","LOW","Operational topology and lifecycle differ; no one-to-one business identity proof.","Fixture owner and product data governance approval before any controlled reference change.","false"
"SITE_GROUP","77000000-0000-0000-0000-000000000001","OVERLOADED_7700_SITE_GROUP","SITE_GROUP","a6dbadf6-68b5-5bed-a7e0-a75faee70841","PITX","NO_MAPPING_APPROVED","PITX is activated, but Parking Lot Index Code 1 and scenario proximity do not prove physical identity with the overloaded Test Site Group.","The UUID is overloaded across unrelated test scenarios; PITX has a confirmed operational identity.","Some fixture variants use Pasig while PITX is Parañaque; mismatch blocks identity equivalence.","Fixture topology is scenario-specific and incompatible with PITX.","NOT_APPLICABLE","LOW","Overloaded semantics and jurisdiction mismatch.","No activation approval is required by this plan; separate scenario-identity governance and explicit identity evidence are required before any reference migration.","false"
"SITE_GROUP","d7852957-2043-2544-53c3-5799331f3d0c","SAMPLE-METRO-CEBU","","","","NO_REALISTIC_EQUIVALENT","No physical identity match is established.","Synthetic test or coverage identity only.","Not a mapping basis.","No equivalent topology is established.","NOT_APPLICABLE","HIGH","None","Fixture owner and product data governance approval before any controlled reference change.","false"
"SITE_GROUP","23f84803-6d35-c49e-9c54-adae802eb230","SAMPLE-METRO-DAVAO","","","","NO_REALISTIC_EQUIVALENT","No physical identity match is established.","Synthetic test or coverage identity only.","Not a mapping basis.","No equivalent topology is established.","NOT_APPLICABLE","HIGH","None","Fixture owner and product data governance approval before any controlled reference change.","false"
"SITE_GROUP","3f94a342-400b-6557-eff0-a5e7947c9c5a","SAMPLE-METRO-MANILA","","","","NO_REALISTIC_EQUIVALENT","No physical identity match is established.","Synthetic test or coverage identity only.","Not a mapping basis.","No equivalent topology is established.","NOT_APPLICABLE","HIGH","None","Fixture owner and product data governance approval before any controlled reference change.","false"
